,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
18120,Keilor East,50 Milleara Rd,3,h,850000.0,S,Barry,12/08/2017,11.7,3033.0,4.0,2.0,0.0,1060.0,Maroondah,-37.82985,145.26176,Western Metropolitan,5629.0
18121,Keilor East,1/74 Parkside Av,3,t,518500.0,SP,Nelson,12/08/2017,11.7,3033.0,3.0,1.0,1.0,756.0,Maroondah,-37.82909,145.233,Western Metropolitan,5629.0
18123,Kew,64 Adeney Av,5,h,2660000.0,S,Marshall,12/08/2017,5.4,3101.0,2.0,1.0,0.0,2020.0,Banyule,-37.75692,145.06426000000002,Northern Metropolitan,10331.0
18124,Kew,56 Hartington St,3,h,1510000.0,PI,Marshall,12/08/2017,5.4,3101.0,3.0,1.0,0.0,668.0,Banyule,-37.75212,145.05945,Southern Metropolitan,10331.0
18125,Kew,31/380 High St,2,u,802000.0,S,Marshall,12/08/2017,5.4,3101.0,2.0,1.0,0.0,683.0,Banyule,-37.75022,145.04778000000002,Southern Metropolitan,10331.0
18127,Kew,3/33 Parkhill Rd,3,t,1007000.0,S,Nelson,12/08/2017,5.4,3101.0,4.0,2.0,4.0,596.0,Banyule,-37.75008,145.05051,Southern Metropolitan,10331.0
18128,Kew,43 Rowland St,7,h,4050000.0,S,Marshall,12/08/2017,5.4,3101.0,3.0,1.0,1.0,146.0,Banyule,-37.75132,145.05331,Southern Metropolitan,10331.0
18129,Kew,2 Tregarron Av,4,h,2550000.0,S,Marshall,12/08/2017,5.4,3101.0,3.0,1.0,1.0,430.0,Banyule,-37.74962,145.04658,Southern Metropolitan,10331.0
18130,Kew,3/32 Wimba Av,2,u,860000.0,VB,Jellis,12/08/2017,5.4,3101.0,3.0,1.0,3.0,619.0,Banyule,-37.735859999999995,145.04908,Southern Metropolitan,10331.0
18131,Kew East,6 Hamilton St,2,h,1840000.0,S,Jellis,12/08/2017,7.3,3102.0,3.0,2.0,1.0,182.0,Banyule,-37.744640000000004,145.04718,Southern Metropolitan,2671.0
18134,Keysborough,3 Scotch Av,2,t,688000.0,S,iSell,12/08/2017,25.2,3173.0,3.0,1.0,2.0,700.0,Kingston,-37.95384,145.05443,Southern Metropolitan,8459.0
18135,Kingsville,3/14 Edgar St,3,u,570000.0,VB,Jas,12/08/2017,6.4,3012.0,2.0,1.0,1.0,130.0,Bayside,-37.94874,145.02631,South-Eastern Metropolitan,1808.0
18136,Kingsville,182 Williamstown Rd,3,h,900000.0,SP,Jas,12/08/2017,6.4,3012.0,4.0,2.0,2.0,600.0,Melton,-37.6844,144.75595,Western Metropolitan,1808.0
18138,Lalor,312 Edgars Rd,3,h,570000.0,S,HAR,12/08/2017,16.3,3075.0,3.0,2.0,2.0,564.0,Wyndham,-37.88112,144.69648999999998,Northern Victoria,8279.0
18139,Lalor,2/115 Messmate St,2,t,454500.0,S,HAR,12/08/2017,16.3,3075.0,4.0,2.0,2.0,650.0,Wyndham,-37.85954,144.71456,Northern Metropolitan,8279.0
18141,Langwarrin,5 Athol Ct,3,h,650000.0,VB,O'Brien,12/08/2017,41.0,3910.0,3.0,1.0,1.0,537.0,Wyndham,-37.86833,144.7035,Northern Metropolitan,8743.0
18142,Langwarrin,24 Lang Rd,2,h,482000.0,S,Community,12/08/2017,41.0,3910.0,4.0,2.0,1.0,455.0,Monash,-37.9016,145.08293999999998,Eastern Victoria,8743.0
18145,Lower Plenty,1/29 Main Rd,2,u,420000.0,VB,Fletchers,12/08/2017,14.6,3093.0,3.0,1.0,2.0,360.0,Banyule,-37.75715,145.04965,Eastern Victoria,1624.0
18150,Maidstone,3/13 Winston St,3,t,710000.0,PI,Jas,12/08/2017,6.4,3012.0,3.0,1.0,1.0,597.0,Moonee Valley,-37.73305,144.86526,Western Metropolitan,3873.0
18154,Malvern,30 Warner St,3,h,2020000.0,PI,Marshall,12/08/2017,5.9,3144.0,3.0,1.0,2.0,446.0,Boroondara,-37.79855,145.04493,Southern Metropolitan,4675.0
18155,Malvern East,34 Kerferd St,4,h,3000000.0,VB,Marshall,12/08/2017,8.4,3145.0,2.0,1.0,1.0,0.0,Boroondara,-37.804559999999995,145.03745,Southern Metropolitan,8801.0
18156,Malvern East,431 Wattletree Rd,3,h,2500000.0,PI,Jellis,12/08/2017,8.4,3145.0,4.0,2.0,2.0,581.0,Boroondara,-37.80618,145.04053000000002,Southern Metropolitan,8801.0
18157,Malvern East,641 Waverley Rd,3,h,2500000.0,VB,RT,12/08/2017,8.4,3145.0,3.0,2.0,1.0,0.0,Boroondara,-37.80495,145.04949,Southern Metropolitan,8801.0
18158,Maribyrnong,4/34 Bloomfield Av,2,t,760000.0,S,Jellis,12/08/2017,4.3,3032.0,7.0,4.0,2.0,725.0,Boroondara,-37.81185,145.05387,Western Metropolitan,4918.0
18163,McKinnon,41 McKinnon Rd,2,h,1200000.0,SP,Buxton,12/08/2017,11.4,3204.0,4.0,2.0,2.0,696.0,Boroondara,-37.791470000000004,145.05334,Southern Metropolitan,2397.0
18165,Melbourne,21/58 Queens Rd,1,u,605000.0,SA,hockingstuart,12/08/2017,0.0,3000.0,3.0,1.0,1.0,118.0,Maribyrnong,-37.80857,144.87682,Northern Metropolitan,17496.0
18166,Melton,62 Oneills Rd,4,h,375000.0,SP,FN,12/08/2017,31.7,3337.0,3.0,1.0,1.0,275.0,Maribyrnong,-37.81167,144.88346,Western Victoria,3600.0
18167,Melton West,7 Haywood Gr,4,h,600000.0,S,hockingstuart,12/08/2017,31.7,3337.0,4.0,1.0,0.0,651.0,Melton,-37.67028,144.59455,Northern Victoria,6065.0
18168,Mentone,6 Dallas St,3,h,900000.0,VB,Buxton,12/08/2017,20.0,3194.0,3.0,1.0,2.0,525.0,Whittlesea,-37.6676,145.00445,South-Eastern Metropolitan,6162.0
18171,Mentone,5 Napier St,4,h,2025000.0,S,Greg,12/08/2017,20.0,3194.0,3.0,3.0,2.0,1060.0,Frankston,-38.15752,145.19127,South-Eastern Metropolitan,6162.0
18173,Mill Park,17B Buick Cr,3,h,522000.0,S,Ray,12/08/2017,17.9,3082.0,1.0,1.0,0.0,631.0,Hobsons Bay,-37.86156,144.76772,Northern Metropolitan,10529.0
18174,Mitcham,9 Davison St,3,h,1071000.0,S,Noel,12/08/2017,17.2,3132.0,3.0,1.0,2.0,1290.0,Yarra Ranges,-37.757529999999996,145.34103000000002,Eastern Metropolitan,6871.0
18175,Mitcham,9/21 Doncaster East Rd,3,t,973000.0,S,Noel,12/08/2017,17.2,3132.0,2.0,1.0,1.0,119.0,Banyule,-37.728609999999996,145.109,Eastern Metropolitan,6871.0
18178,Montmorency,8 Grand Bvd,3,h,881100.0,SP,Buckingham,12/08/2017,16.2,3094.0,3.0,2.0,2.0,159.0,Maribyrnong,-37.78974,144.88143,Eastern Metropolitan,3891.0
18179,Moonee Ponds,38 Bent St,2,h,1060000.0,S,Nelson,12/08/2017,6.2,3039.0,3.0,2.0,2.0,0.0,Maribyrnong,-37.78966,144.87821,Western Metropolitan,6232.0
18180,Moonee Ponds,39 Taylor St,3,h,1225000.0,VB,Jellis,12/08/2017,6.2,3039.0,3.0,2.0,2.0,186.0,Maribyrnong,-37.78559,144.86483,Western Metropolitan,6232.0
18182,Mordialloc,8 Ashmore Av,4,h,1800000.0,SP,Buxton,12/08/2017,21.5,3195.0,3.0,1.0,1.0,562.0,Stonnington,-37.861509999999996,145.03248,South-Eastern Metropolitan,3650.0
18183,Mordialloc,6 Winterset Cl,4,h,1440000.0,S,Hodges,12/08/2017,21.5,3195.0,3.0,1.0,2.0,354.0,Stonnington,-37.851890000000004,145.03335,South-Eastern Metropolitan,3650.0
18184,Mount Waverley,1/37 Bennett Av,3,t,900000.0,SA,Fletchers,12/08/2017,14.2,3149.0,3.0,2.0,2.0,400.0,Stonnington,-37.85183,145.03863,Eastern Metropolitan,13366.0
18185,Mount Waverley,1/21 Herbert St,2,u,730000.0,S,Buxton,12/08/2017,14.2,3149.0,4.0,3.0,3.0,736.0,Stonnington,-37.86954,145.0444,Eastern Metropolitan,13366.0
18187,Mount Waverley,44 William St,5,h,2558000.0,S,McGrath,12/08/2017,14.2,3149.0,3.0,1.0,2.0,1128.0,Stonnington,-37.87923,145.08955,Eastern Metropolitan,13366.0
18189,Narre Warren,6 Forsyth Ct,4,h,655000.0,S,O'Brien,12/08/2017,34.1,3805.0,3.0,2.0,2.0,352.0,Maribyrnong,-37.77413,144.87533,South-Eastern Metropolitan,9376.0
18190,Newport,77 Farm St,2,h,1050000.0,PI,Burnham,12/08/2017,6.2,3015.0,3.0,2.0,2.0,366.0,Maribyrnong,-37.7816,144.88998999999998,Western Metropolitan,5498.0
18191,Newport,5/13 Liley St,3,t,730000.0,S,Williams,12/08/2017,6.2,3015.0,2.0,1.0,1.0,0.0,Maribyrnong,-37.78528,144.89442,Western Metropolitan,5498.0
18193,Newport,46A Schutt St,4,h,923000.0,S,Williams,12/08/2017,6.2,3015.0,2.0,1.0,2.0,397.0,Glen Eira,-37.90978,145.02937,Western Metropolitan,5498.0
18198,Noble Park,1/6 Kirk St,3,t,622000.0,S,iSell,12/08/2017,22.7,3174.0,3.0,1.0,2.0,585.0,Kingston,-37.98137,145.0918,South-Eastern Metropolitan,11806.0
18201,North Melbourne,19/49 Haines St,2,u,525000.0,PI,Woodards,12/08/2017,1.8,3051.0,4.0,2.0,2.0,408.0,Kingston,-37.98707,145.0609,Northern Metropolitan,6821.0
18205,Northcote,105/2 Beavers Rd,2,u,520000.0,PI,McGrath,12/08/2017,5.3,3070.0,3.0,2.0,2.0,323.0,Whitehorse,-37.8099,145.19506,Northern Metropolitan,11364.0
18207,Northcote,21 Simpson St,3,h,2775000.0,S,McGrath,12/08/2017,5.3,3070.0,2.0,1.0,0.0,534.0,Banyule,-37.72269,145.11697,Northern Metropolitan,11364.0
18208,Northcote,303/231 St Georges Rd,2,u,673000.0,S,McGrath,12/08/2017,5.3,3070.0,3.0,2.0,4.0,786.0,Banyule,-37.72532,145.12488000000002,Northern Metropolitan,11364.0
18209,Nunawading,23 High St,3,h,1310000.0,S,Fletchers,12/08/2017,15.4,3131.0,2.0,1.0,1.0,283.0,Moonee Valley,-37.76218,144.92886000000001,Eastern Metropolitan,4973.0
18215,Ormond,22/30 Lillimur Rd,1,u,370000.0,S,Woodards,12/08/2017,11.4,3204.0,2.0,1.0,1.0,292.0,Monash,-37.86528,145.11775,Southern Metropolitan,3578.0
18216,Parkdale,8 Hicks St,3,h,1051000.0,S,Ray,12/08/2017,21.5,3195.0,4.0,3.0,2.0,708.0,Monash,-37.8817,145.12193,South-Eastern Metropolitan,5087.0
18217,Parkdale,1/41 Seventh St,3,t,1206000.0,S,Buxton,12/08/2017,21.5,3195.0,5.0,5.0,2.0,667.0,Monash,-37.88007,145.12328,South-Eastern Metropolitan,5087.0
18218,Parkdale,2/31 Victoria St,3,t,915000.0,S,Purplebricks,12/08/2017,21.5,3195.0,4.0,2.0,7.0,771.0,Monash,-37.92862,145.16664,South-Eastern Metropolitan,5087.0
18219,Pascoe Vale,1/22 Archibald St,3,t,900000.0,S,Nelson,12/08/2017,8.5,3044.0,4.0,2.0,2.0,638.0,Casey,-38.01706,145.29076,Northern Metropolitan,7485.0
18220,Pascoe Vale,2/20 Bristol Rd,3,t,550000.0,PI,Ray,12/08/2017,8.5,3044.0,2.0,1.0,0.0,571.0,Hobsons Bay,-37.84147,144.88494,Northern Metropolitan,7485.0
18221,Pascoe Vale,4/46 Kent Rd,2,t,500000.0,SP,Eview,12/08/2017,8.5,3044.0,3.0,2.0,2.0,200.0,Hobsons Bay,-37.85134,144.88636,Northern Metropolitan,7485.0
18222,Pascoe Vale,14 Oakbank Gr,3,h,940000.0,S,Brad,12/08/2017,8.5,3044.0,3.0,2.0,2.0,358.0,Hobsons Bay,-37.845859999999995,144.88948,Northern Metropolitan,7485.0
18223,Pascoe Vale,114/15 Pascoe St,2,u,412500.0,S,Barry,12/08/2017,8.5,3044.0,4.0,2.0,2.0,224.0,Hobsons Bay,-37.83859,144.88128,Northern Metropolitan,7485.0
18224,Pascoe Vale,2/566 Pascoe Vale Rd,1,u,257500.0,S,Brad,12/08/2017,8.5,3044.0,4.0,1.0,1.0,632.0,Hobsons Bay,-37.846340000000005,144.86995,Northern Metropolitan,7485.0
18225,Pascoe Vale,4/566 Pascoe Vale Rd,1,u,257500.0,S,Brad,12/08/2017,8.5,3044.0,2.0,1.0,1.0,163.0,Hobsons Bay,-37.84608,144.86525,Northern Metropolitan,7485.0
18226,Pascoe Vale,17 Valerie St,3,h,1114000.0,S,Brad,12/08/2017,8.5,3044.0,3.0,2.0,1.0,324.0,Moonee Valley,-37.7431,144.88721999999999,Northern Metropolitan,7485.0
18227,Pascoe Vale,1/3 Virginia St,2,h,635000.0,S,Nelson,12/08/2017,8.5,3044.0,3.0,1.0,1.0,653.0,Moonee Valley,-37.74516,144.88934,Northern Metropolitan,7485.0
18229,Point Cook,133 Lennon Bvd,4,h,715000.0,S,S&L,12/08/2017,14.7,3030.0,4.0,2.0,1.0,137.0,Melbourne,-37.80072,144.9496,Western Metropolitan,15542.0
18230,Port Melbourne,25 Barak Rd,3,h,1900000.0,VB,Marshall,12/08/2017,3.5,3207.0,2.0,1.0,1.0,0.0,Melbourne,-37.7955,144.94922,Southern Metropolitan,8648.0
18231,Port Melbourne,202/90 Beach St,2,u,1480000.0,S,Cayzer,12/08/2017,3.5,3207.0,2.0,1.0,1.0,1618.0,Melbourne,-37.79878,144.94746999999998,Southern Metropolitan,8648.0
18232,Port Melbourne,4 Beacon Vs,4,h,2200000.0,VB,Marshall,12/08/2017,3.5,3207.0,2.0,1.0,1.0,1950.0,Melbourne,-37.79755,144.94544,Southern Metropolitan,8648.0
18233,Port Melbourne,305/38 Nott St,2,u,760000.0,S,Chisholm,12/08/2017,3.5,3207.0,3.0,1.0,2.0,260.0,Darebin,-37.77985,144.99528,Southern Metropolitan,8648.0
18234,Prahran,19 Airlie Av,4,h,2635000.0,S,Jellis,12/08/2017,4.6,3181.0,3.0,1.0,1.0,357.0,Darebin,-37.76362,144.98739,Southern Metropolitan,7717.0
18236,Prahran,4/24 Grandview Gr,1,u,400000.0,VB,hockingstuart,12/08/2017,4.6,3181.0,4.0,2.0,1.0,5.0,Darebin,-37.7628,144.99375,Southern Metropolitan,7717.0
18239,Prahran,9 Larnook St,3,h,1705000.0,SA,hockingstuart,12/08/2017,4.6,3181.0,3.0,1.0,2.0,717.0,Whitehorse,-37.826879999999996,145.17163,Southern Metropolitan,7717.0
18241,Prahran,11A Percy St,2,h,1310000.0,S,hockingstuart,12/08/2017,4.6,3181.0,4.0,2.0,3.0,588.0,Monash,-37.89215,145.10472,Southern Metropolitan,7717.0
18242,Prahran,20/20 St Edmonds Rd,2,u,626000.0,S,hockingstuart,12/08/2017,4.6,3181.0,2.0,1.0,1.0,0.0,Monash,-37.91061,145.0862,Southern Metropolitan,7717.0
18244,Preston,210 Gower St,3,h,980000.0,S,Nelson,12/08/2017,8.4,3072.0,2.0,1.0,1.0,1100.0,Glen Eira,-37.90188,145.04172,Northern Metropolitan,14577.0
18245,Preston,1/20 Laurel St,2,u,460700.0,SP,Harcourts,12/08/2017,8.4,3072.0,1.0,1.0,1.0,2029.0,Glen Eira,-37.90143,145.04183999999998,Northern Metropolitan,14577.0
18246,Preston,66 McNamara St,4,h,1148000.0,S,Nelson,12/08/2017,8.4,3072.0,3.0,2.0,2.0,597.0,Kingston,-37.98703,145.09131000000002,Northern Metropolitan,14577.0
18249,Princes Hill,78 Arnold St,3,h,1540000.0,S,Collins,12/08/2017,3.5,3054.0,3.0,2.0,1.0,0.0,Moreland,-37.72882,144.93301,Northern Metropolitan,1008.0
18252,Reservoir,22 Dyson St,3,h,510000.0,S,Stockdale,12/08/2017,12.0,3073.0,3.0,1.0,2.0,587.0,Moreland,-37.731120000000004,144.94418000000002,Northern Metropolitan,21650.0
18254,Reservoir,1053 High St,3,h,732000.0,S,Stockdale,12/08/2017,12.0,3073.0,1.0,1.0,1.0,0.0,Moreland,-37.7237,144.92231999999998,Northern Metropolitan,21650.0
18256,Reservoir,2/33 Nisbett St,2,t,360000.0,VB,RW,12/08/2017,12.0,3073.0,3.0,2.0,2.0,256.0,Moreland,-37.72034,144.93788,Northern Metropolitan,21650.0
18258,Reservoir,12 Odowd St,2,h,640000.0,PI,Barry,12/08/2017,12.0,3073.0,3.0,2.0,2.0,312.0,Wyndham,-37.89273,144.72558999999998,Northern Metropolitan,21650.0
18259,Reservoir,1/72 Pine St,1,u,325000.0,S,Barry,12/08/2017,12.0,3073.0,4.0,2.0,2.0,630.0,Wyndham,-37.898070000000004,144.73925,Northern Metropolitan,21650.0
18261,Reservoir,52 Powell St,4,h,1200000.0,S,Nelson,12/08/2017,12.0,3073.0,2.0,2.0,2.0,0.0,Port Phillip,-37.84068,144.93547,Northern Metropolitan,21650.0
18263,Richmond,6/1 Ellis St,2,u,595000.0,S,Biggin,12/08/2017,2.4,3121.0,2.0,2.0,1.0,0.0,Port Phillip,-37.84158,144.93809,Northern Metropolitan,14949.0
18267,Richmond,3/21 Somerset St,2,u,590000.0,SP,Jellis,12/08/2017,2.4,3121.0,2.0,1.0,1.0,1786.0,Stonnington,-37.849909999999994,145.00799999999998,Northern Metropolitan,14949.0
18270,Ringwood,6A Heather Gr,3,h,800000.0,S,RW,12/08/2017,19.9,3134.0,4.0,2.0,2.0,787.0,Stonnington,-37.85768,145.00253999999998,Eastern Metropolitan,7785.0
18271,Ringwood,1/14 Paxton St,2,u,655000.0,S,Carter,12/08/2017,19.9,3134.0,2.0,2.0,1.0,78.0,Stonnington,-37.85083,144.99092,Eastern Metropolitan,7785.0
18272,Ringwood North,41 Felix Cr,4,h,812000.0,SP,Appleby,12/08/2017,19.9,3134.0,2.0,1.0,2.0,0.0,Stonnington,-37.850590000000004,144.99188,Eastern Metropolitan,3619.0
18273,Rosanna,157 Bellevue Av,3,h,1400000.0,PI,Fletchers,12/08/2017,8.9,3084.0,3.0,2.0,2.0,585.0,Darebin,-37.742509999999996,145.0008,Eastern Metropolitan,3540.0
18278,Sandringham,26 Kirkwood Av,5,h,3350000.0,VB,Buxton,12/08/2017,15.2,3191.0,3.0,1.0,2.0,278.0,Yarra,-37.784440000000004,144.96526,Southern Metropolitan,4497.0
18279,Sandringham,76 Vincent St,5,h,2255000.0,S,Buxton,12/08/2017,15.2,3191.0,3.0,2.0,1.0,288.0,Yarra,-37.78311,144.96548,Southern Metropolitan,4497.0
18281,Seddon,124 Albert St,4,h,1870000.0,S,Jas,12/08/2017,5.1,3011.0,3.0,1.0,2.0,529.0,Darebin,-37.72017,144.99873,Western Metropolitan,2417.0
18284,South Melbourne,426 Dorcas St,4,h,1800000.0,VB,Greg,12/08/2017,1.9,3205.0,3.0,1.0,2.0,952.0,Darebin,-37.699690000000004,145.01039,Southern Metropolitan,5943.0
18285,South Melbourne,173 Nelson Rd,4,h,3825000.0,S,Greg,12/08/2017,1.9,3205.0,2.0,1.0,2.0,887.0,Darebin,-37.7075,145.02246,Southern Metropolitan,5943.0
18289,South Morang,15 Vincent Dr,4,h,485000.0,S,Love,12/08/2017,20.5,3752.0,1.0,1.0,1.0,60.0,Darebin,-37.71751,144.99849,Northern Metropolitan,7969.0
18290,South Yarra,2/1 Alexandra Av,2,u,1350000.0,S,Kay,12/08/2017,2.7,3141.0,3.0,1.0,1.0,223.0,Darebin,-37.72913,145.01771000000002,Southern Metropolitan,14887.0
18291,South Yarra,18/27 Avoca St,2,u,621000.0,S,Jellis,12/08/2017,2.7,3141.0,4.0,2.0,2.0,499.0,Darebin,-37.72614,144.99892,Southern Metropolitan,14887.0
18292,South Yarra,44/100 Commercial Rd,3,u,940000.0,S,hockingstuart,12/08/2017,2.7,3141.0,2.0,2.0,1.0,1858.0,Yarra,-37.81277,145.01391,Southern Metropolitan,14887.0
18294,South Yarra,2/12 Kensington Rd,2,u,980000.0,SP,Jellis,12/08/2017,2.7,3141.0,3.0,3.0,1.0,195.0,Yarra,-37.81687,145.00652,Southern Metropolitan,14887.0
18295,South Yarra,104/5 Wilson St,1,u,380000.0,PI,hockingstuart,12/08/2017,2.7,3141.0,2.0,2.0,1.0,124.0,Yarra,-37.82343,145.00948,Southern Metropolitan,14887.0
18296,Southbank,17/30 Miles St,2,u,625000.0,S,hockingstuart,12/08/2017,0.7,3006.0,3.0,1.0,2.0,284.0,Yarra,-37.821329999999996,144.99299,Southern Metropolitan,8400.0
18298,Springvale,67 Glendale Rd,6,h,917000.0,S,Barry,12/08/2017,20.8,3171.0,1.0,1.0,1.0,1997.0,Yarra,-37.823240000000006,144.99174,South-Eastern Metropolitan,7412.0
18300,St Albans,38 Charlbury Gr,4,h,632500.0,S,YPA,12/08/2017,14.0,3021.0,3.0,2.0,1.0,461.0,Maroondah,-37.825359999999996,145.22228,Western Metropolitan,14042.0
18305,St Kilda,12/14 Chapel St,2,u,701000.0,SP,McGrath,12/08/2017,5.0,3182.0,5.0,3.0,3.0,694.0,Banyule,-37.73968,145.07973,Southern Metropolitan,13240.0
18309,Strathmore,5 Kilburn St,4,h,1610000.0,S,Considine,12/08/2017,8.2,3041.0,5.0,3.0,2.0,556.0,Bayside,-37.95017,145.02053999999998,Western Metropolitan,3284.0
18310,Strathmore,38 Upland Rd,3,h,1742000.0,S,Barry,12/08/2017,8.2,3041.0,3.0,2.0,2.0,590.0,Knox,-37.89628,145.22294,Western Metropolitan,3284.0
18311,Strathmore,47 York St,3,h,1016000.0,S,Considine,12/08/2017,8.2,3041.0,4.0,2.0,2.0,457.0,Maribyrnong,-37.80803,144.89601000000002,Western Metropolitan,3284.0
18313,Sunshine,75 Duke St,3,h,700000.0,SP,S&L,12/08/2017,10.5,3020.0,3.0,3.0,2.0,100.0,Port Phillip,-37.83453,144.95782,Western Metropolitan,3755.0
18314,Sunshine,2/49 Hampshire Rd,2,u,532500.0,S,Jas,12/08/2017,10.5,3020.0,4.0,3.0,1.0,153.0,Port Phillip,-37.83591,144.94963,Western Metropolitan,3755.0
18315,Sunshine,3/7 Station Pl,2,t,615000.0,S,Jas,12/08/2017,10.5,3020.0,4.0,3.0,0.0,280.0,Port Phillip,-37.83923,144.95113,Western Metropolitan,3755.0
18317,Sunshine West,60 Murray St,3,h,650000.0,VB,hockingstuart,12/08/2017,10.5,3020.0,4.0,2.0,0.0,178.0,Port Phillip,-37.83697,144.95479,Western Metropolitan,6763.0
18319,Surrey Hills,3/51 Park Rd,3,t,938000.0,S,Jellis,12/08/2017,10.2,3127.0,4.0,2.0,2.0,196.0,Whittlesea,-37.638729999999995,145.07805,Southern Metropolitan,5457.0
18322,Surrey Hills,424 Whitehorse Rd,3,h,1775000.0,PI,Jellis,12/08/2017,10.2,3127.0,3.0,2.0,3.0,0.0,Melbourne,-37.8453,144.98487,Southern Metropolitan,5457.0
18323,Sydenham,8 Stockyard Cl,3,h,659500.0,S,Purplebricks,12/08/2017,18.0,3037.0,1.0,1.0,1.0,0.0,Stonnington,-37.8446,145.00018,Western Metropolitan,3640.0
18324,Tarneit,37 Tyler Cr,4,h,505000.0,SP,Purplebricks,12/08/2017,18.4,3029.0,2.0,1.0,0.0,0.0,Stonnington,-37.83873,145.00133,Western Metropolitan,10160.0
18325,Tarneit,4 Welford St,4,h,560000.0,SP,Reliance,12/08/2017,18.4,3029.0,1.0,1.0,0.0,0.0,Stonnington,-37.84368,144.99577,Western Metropolitan,10160.0
18326,Taylors Lakes,21 Fastnet Dr,4,h,701000.0,S,Prof.,12/08/2017,15.5,3038.0,2.0,1.0,1.0,0.0,Melbourne,-37.8281,144.96627,Western Metropolitan,5336.0
18327,Templestowe,7 Atkinson St,4,h,2600000.0,S,Jellis,12/08/2017,15.5,3106.0,2.0,2.0,1.0,0.0,Melbourne,-37.82796,144.96832,Eastern Metropolitan,6202.0
18328,Templestowe,67 Hawtin St,4,h,1205000.0,S,Barry,12/08/2017,15.5,3106.0,6.0,2.0,2.0,869.0,Greater Dandenong,-37.93594,145.14674,Eastern Metropolitan,6202.0
18329,Templestowe,270 Serpells Rd,5,h,1750000.0,PI,Ray,12/08/2017,15.5,3106.0,3.0,1.0,1.0,529.0,Brimbank,-37.73568,144.80186,Eastern Metropolitan,6202.0
18330,Templestowe,25 Templemore Dr,4,h,1350000.0,VB,Jellis,12/08/2017,15.5,3106.0,4.0,2.0,2.0,592.0,Brimbank,-37.73084,144.78348,Eastern Metropolitan,6202.0
18331,Templestowe,5 Timothy Ct,5,h,2300000.0,PI,Ray,12/08/2017,15.5,3106.0,3.0,1.0,2.0,655.0,Brimbank,-37.743190000000006,144.8184,Eastern Metropolitan,6202.0
18333,Templestowe Lower,9a Balmoral Aveue,3,h,1035000.0,SA,Ray,12/08/2017,12.4,3107.0,3.0,1.0,1.0,600.0,Brimbank,-37.72945,144.79592,Eastern Metropolitan,5420.0
18334,Templestowe Lower,38 Caroline Dr,3,h,1350000.0,S,Jellis,12/08/2017,12.4,3107.0,3.0,1.0,0.0,603.0,Brimbank,-37.7383,144.78518,Eastern Metropolitan,5420.0
18335,Templestowe Lower,53 Fyfe Dr,5,h,1410000.0,PI,Barry,12/08/2017,12.4,3107.0,2.0,1.0,0.0,0.0,Port Phillip,-37.86257,144.99161,Eastern Metropolitan,5420.0
18336,Templestowe Lower,1/17 Howitt Dr,4,t,1120000.0,PI,Barry,12/08/2017,12.4,3107.0,4.0,2.0,3.0,613.0,Port Phillip,-37.86667,144.98324,Eastern Metropolitan,5420.0
18338,The Basin,14 Bayview Cr,3,h,610000.0,S,iTRAK,12/08/2017,27.0,3154.0,7.0,3.0,4.0,608.0,Moonee Valley,-37.73681,144.90587,Eastern Metropolitan,1690.0
18339,Thomastown,8 Barbara Ct,4,h,760000.0,PI,hockingstuart,12/08/2017,15.3,3074.0,4.0,3.0,2.0,861.0,Moonee Valley,-37.73154,144.92243,Northern Metropolitan,7955.0
18340,Thomastown,5 Natalie Ct,3,h,670000.0,S,HAR,12/08/2017,15.3,3074.0,3.0,2.0,3.0,697.0,Moonee Valley,-37.74057,144.92172,Northern Metropolitan,7955.0
18341,Thornbury,189A Miller St,2,t,675000.0,S,Nelson,12/08/2017,7.0,3071.0,3.0,2.0,1.0,304.0,Moonee Valley,-37.734559999999995,144.91521,Northern Metropolitan,8870.0
18343,Toorak,9/758 Orrong Rd,3,u,1400000.0,VB,Marshall,12/08/2017,4.1,3142.0,3.0,2.0,1.0,485.0,Brimbank,-37.78703,144.84569,Southern Metropolitan,7217.0
18346,Vermont,25 Caldwell Rd,3,h,865000.0,SA,Philip,12/08/2017,17.2,3133.0,2.0,1.0,0.0,418.0,Brimbank,-37.79595,144.83206,Eastern Metropolitan,4181.0
18348,Vermont,11 Manhattan Sq,4,h,980000.0,S,hockingstuart,12/08/2017,17.2,3133.0,5.0,3.0,2.0,593.0,Whitehorse,-37.831990000000005,145.10877,Eastern Metropolitan,4181.0
18349,Vermont South,9 Coltain St,4,h,950000.0,VB,Fletchers,12/08/2017,17.2,3133.0,3.0,1.0,2.0,271.0,Whitehorse,-37.8364,145.10609,Eastern Metropolitan,4280.0
18350,Viewbank,32 Sherlowe Cr,4,h,1295000.0,S,Miles,12/08/2017,8.9,3084.0,5.0,2.0,2.0,1070.0,Boroondara,-37.82953,145.09313999999998,Eastern Metropolitan,2698.0
18353,Watsonia,11 Eclipse Cr,4,h,788800.0,S,Barry,12/08/2017,14.5,3087.0,3.0,2.0,4.0,665.0,Brimbank,-37.699690000000004,144.7685,Northern Metropolitan,2329.0
