Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
South Morang,367 Gordons Rd,5,h,nan,PI,Harcourts,22/07/2017,20.5,3752,,,,,,,,,,Northern Metropolitan,7969
South Morang,37 Grange Dr,4,h,810000,S,RW,22/07/2017,20.5,3752,,,,,,,,,,Northern Metropolitan,7969
South Morang,11 Ilyuka Wy,5,h,nan,PI,Harcourts,22/07/2017,20.5,3752,2,1,1,1965,89,65,Darebin,-37.71766,145.00132,Northern Metropolitan,7969
South Morang,22 Strathoon Cr,5,h,945000,SA,Harcourts,22/07/2017,20.5,3752,3,1,2,,404,,Darebin,-37.70927,144.99012,Northern Metropolitan,7969
South Morang,102 Vincent Dr,3,h,500000,SA,Harcourts,22/07/2017,20.5,3752,2,2,1,2010,0,114,Darebin,-37.73012,145.02652,Northern Metropolitan,7969
South Yarra,6/57 Adams St,2,u,747500,S,hockingstuart,22/07/2017,2.7,3141,5,2,2,2015,499,251,Darebin,-37.72556,144.99021,Southern Metropolitan,14887
South Yarra,7/85 Caroline St,1,u,420000,S,hockingstuart,22/07/2017,2.7,3141,,,,,,,,,,Southern Metropolitan,14887
South Yarra,804/2 Claremont St,2,u,460000,VB,Gary,22/07/2017,2.7,3141,2,1,1,2011,3512,51,Yarra,-37.81828,144.99789,Southern Metropolitan,14887
South Yarra,10/391 Toorak Rd,2,u,1340000,S,Marshall,22/07/2017,2.7,3141,1,1,1,,0,,Yarra,-37.8211,144.99896,Southern Metropolitan,14887
Springvale,1/6 Ashdale Ct,3,u,nan,W,C21,22/07/2017,20.8,3171,3,2,1,,83,,Yarra,-37.82458,144.99767,South-Eastern Metropolitan,7412
Springvale,1/2 Mary St,2,u,580000,S,iSell,22/07/2017,20.8,3171,,,,,,,,,,South-Eastern Metropolitan,7412
Springvale South,5 Gwent St,3,h,700000,PI,iSell,22/07/2017,22.2,3172,2,2,2,,2044,,Yarra,-37.817,144.99554,South-Eastern Metropolitan,4054
St Albans,76 East Esplanade,3,h,627000,PI,O'Brien,22/07/2017,14,3021,2,2,2,1940,92,141,Yarra,-37.82324,144.99174,Western Metropolitan,14042
St Albans,34 Garfield St,4,h,nan,PI,Barry,22/07/2017,14,3021,2,2,1,2011,0,77,Yarra,-37.813,144.99303,Western Metropolitan,14042
St Albans,37 Harmon Av,3,h,nan,SN,Barry,22/07/2017,14,3021,3,1,2,1961,836,108,Maroondah,-37.82065,145.23965,Western Metropolitan,14042
St Kilda,8/240 Barkly St,1,u,360000,S,hockingstuart,22/07/2017,5,3182,3,2,2,1975,918,145,Maroondah,-37.794,145.24636,Southern Metropolitan,13240
St Kilda,7/59 Carlisle St,2,u,530000,SA,Woodards,22/07/2017,5,3182,3,1,1,1950,367,,Maroondah,-37.82468,145.2223,Southern Metropolitan,13240
St Kilda,4/63 Carlisle St,2,u,533000,S,Ray,22/07/2017,5,3182,3,2,2,1977,651,162,Maroondah,-37.79638,145.24268,Southern Metropolitan,13240
St Kilda,55 Havelock St,3,h,1180000,PI,Greg,22/07/2017,5,3182,3,2,2,,502,,Maroondah,-37.82268,145.25058,Southern Metropolitan,13240
St Kilda,4/20 Marine Pde,2,u,nan,W,McGrath,22/07/2017,5,3182,4,3,2,2016,868,208,Maroondah,-37.82216,145.25205,Southern Metropolitan,13240
Strathmore,10 Fenacre St,4,h,1220000,S,Nelson,22/07/2017,8.2,3041,3,2,3,,642,,Banyule,-37.74592,145.07448,Western Metropolitan,3284
Sunbury,315 Elizabeth Dr,3,h,500000,S,YPA,22/07/2017,31.7,3429,,,,,,,,,,Western Metropolitan,14092
Sunbury,11 Gruner St,3,h,438000,S,YPA,22/07/2017,31.7,3429,5,2,2,,588,,Hume,-37.61724,144.92716,Western Metropolitan,14092
Sunbury,31 Rosenthal Bvd,4,h,510000,PI,Raine,22/07/2017,31.7,3429,,,,,,,,,,Western Metropolitan,14092
Sunshine,24 Matthews St,3,h,910000,PI,Jas,22/07/2017,10.5,3020,3,2,1,1950,390,125,Bayside,-37.95035,145.01571,Western Metropolitan,3755
Sunshine North,95A Berkshire Rd,4,t,650000,SP,Sweeney,22/07/2017,10.5,3020,2,1,1,1970,208,,Bayside,-37.95265,145.02045,Western Metropolitan,4217
Sunshine North,46 Clayton St,3,h,595000,SA,GL,22/07/2017,10.5,3020,4,2,2,1970,1134,152,Knox,-37.89496,145.23404,Western Metropolitan,4217
Sunshine West,19 Estelle St,3,h,710000,VB,hockingstuart,22/07/2017,10.5,3020,,,,,,,,,,Western Metropolitan,6763
Sunshine West,9 Noble Ct,3,t,615000,PI,Barry,22/07/2017,10.5,3020,3,2,2,2005,0,,Maribyrnong,-37.80618,144.89057,Western Metropolitan,6763
Sunshine West,34 Ralph St,4,h,859000,S,hockingstuart,22/07/2017,10.5,3020,3,2,2,,454,,Whittlesea,-37.63556,145.06679,Western Metropolitan,6763
Surrey Hills,23 Bristol St,3,h,2225000,SA,Fletchers,22/07/2017,10.2,3127,4,2,2,2007,716,233,Whittlesea,-37.62591,145.07234,Southern Metropolitan,5457
Surrey Hills,15 Charles St,2,h,1950000,VB,Lindellas,22/07/2017,10.2,3127,4,2,2,,639,,Whittlesea,-37.63947,145.08562,Southern Metropolitan,5457
Surrey Hills,6 Durham Rd,4,h,2550000,VB,Marshall,22/07/2017,10.2,3127,,,,,,,,,,Southern Metropolitan,5457
Surrey Hills,1/24 Suffolk Rd,2,u,830000,SP,Noel,22/07/2017,10.2,3127,,,,,,,,,,Southern Metropolitan,5457
Sydenham,7 Argyll St,4,h,740000,S,Purplebricks,22/07/2017,18,3037,3,2,2,2008,330,118,Whittlesea,-37.64027,145.08745,Western Metropolitan,3640
Sydenham,44 Roseleigh Bvd,3,h,620000,S,Barry,22/07/2017,18,3037,2,1,1,,0,,Melbourne,-37.83564,144.97729,Western Metropolitan,3640
Tarneit,283 Bethany Rd,4,h,512000,S,Reliance,22/07/2017,18.4,3029,1,1,1,1960,0,43,Stonnington,-37.83547,144.98844,Western Metropolitan,10160
Tarneit,26 Bradman Dr,4,h,463500,S,hockingstuart,22/07/2017,18.4,3029,2,2,0,2014,0,63,Stonnington,-37.83863,144.99379,Western Metropolitan,10160
Tarneit,30 Cobram St,3,h,530000,S,hockingstuart,22/07/2017,18.4,3029,2,2,2,1995,0,133,Stonnington,-37.84018,145.00265,Western Metropolitan,10160
Tarneit,17 Solander Gr,3,h,nan,SN,Barry,22/07/2017,18.4,3029,3,1,2,,346,,Greater Dandenong,-37.93798,145.14698,Western Metropolitan,10160
Tarneit,7 Vive St,3,h,446000,S,Sweeney,22/07/2017,18.4,3029,2,2,2,,155,89.25,Greater Dandenong,-37.94302,145.15478,Western Metropolitan,10160
Taylors Hill,55 Bloomsbury Dr,3,h,520000,S,Barry,22/07/2017,18,3037,3,1,2,1980,638,105,Greater Dandenong,-37.98031,145.15497,Western Metropolitan,4242
Taylors Hill,20 Hobart Wy,3,h,530000,SP,YPA,22/07/2017,18,3037,3,1,3,,581,,Brimbank,-37.73348,144.79564,Western Metropolitan,4242
Taylors Hill,6 Hobart Wy,5,h,725500,S,Barry,22/07/2017,18,3037,4,2,1,,809,,Brimbank,-37.74282,144.78072,Western Metropolitan,4242
Taylors Lakes,47 Apollo Rd,4,h,688000,S,O'Brien,22/07/2017,15.5,3038,,,,,,,,,,Western Metropolitan,5336
Taylors Lakes,7 Apollo Rd,3,h,630000,S,Barry,22/07/2017,15.5,3038,1,1,1,1971,0,49,Port Phillip,-37.87223,144.98046,Western Metropolitan,5336
Taylors Lakes,4 Goulburn Wy,4,h,800000,VB,Westside,22/07/2017,15.5,3038,2,1,0,,0,,Port Phillip,-37.86756,144.98303,Western Metropolitan,5336
Taylors Lakes,4 Pacific Pl,3,h,760000,VB,YPA,22/07/2017,15.5,3038,2,1,1,1960,463,,Port Phillip,-37.86761,144.98337,Western Metropolitan,5336
Taylors Lakes,23A Wentworth Dr,3,t,502000,S,Barry,22/07/2017,15.5,3038,3,2,1,,128,,Port Phillip,-37.86545,144.98126,Western Metropolitan,5336
Templestowe,5 Caminole Wyn,5,h,1325000,VB,Fletchers,22/07/2017,15.5,3106,2,1,1,,1349,,Port Phillip,-37.87093,144.97654,Eastern Metropolitan,6202
Templestowe,32 Hillhouse Rd,4,h,1275000,PI,Barry,22/07/2017,15.5,3106,4,1,2,1960,750,185,Moonee Valley,-37.73051,144.91731,Eastern Metropolitan,6202
Templestowe,1 Saville Ct,5,h,1300000,PI,Barry,22/07/2017,15.5,3106,3,1,3,1975,678,127,Hume,-37.56935,144.7241,Eastern Metropolitan,6202
Templestowe Lower,46 Feathertop Av,4,h,1215000,S,hockingstuart,22/07/2017,12.4,3107,3,1,4,1994,606,96,Hume,-37.57532,144.71058,Eastern Metropolitan,5420
Templestowe Lower,20 Oak Cr,4,h,1320000,PI,Jellis,22/07/2017,12.4,3107,,,,,,,,,,Eastern Metropolitan,5420
Templestowe Lower,1/6 Union St,2,t,731000,S,Jellis,22/07/2017,12.4,3107,3,1,3,1950,703,,Brimbank,-37.79337,144.8418,Eastern Metropolitan,5420
Thomastown,24 Banksia Av,3,h,651000,SA,Harcourts,22/07/2017,15.3,3074,4,2,1,2005,283,181.6,Brimbank,-37.76508,144.83629,Northern Metropolitan,7955
Thomastown,3 Lesile St,3,h,685000,SA,Harcourts,22/07/2017,15.3,3074,3,1,0,,557,,Brimbank,-37.76812,144.82528,Northern Metropolitan,7955
Thomastown,14 Marjory St,3,h,631000,S,Harcourts,22/07/2017,15.3,3074,3,1,2,,697,,Brimbank,-37.78666,144.8109,Northern Metropolitan,7955
Thomastown,37 Smith Av,3,h,715500,S,Love,22/07/2017,15.3,3074,3,2,1,1999,358,27,Brimbank,-37.79573,144.79311,Northern Metropolitan,7955
Thornbury,105 Fyffe St,3,h,1110000,SP,McGrath,22/07/2017,7,3071,4,2,2,,699,,Brimbank,-37.78945,144.80062,Northern Metropolitan,8870
Toorak,8/161 Alexandra Av,2,u,735000,SP,Jellis,22/07/2017,4.1,3142,3,1,2,,829,,Boroondara,-37.83273,145.08812,Southern Metropolitan,7217
Toorak,6/2 Tintern Av,2,u,920000,S,hockingstuart,22/07/2017,4.1,3142,2,1,1,,858,,Whitehorse,-37.82559,145.11236,Southern Metropolitan,7217
Toorak,10/270 Williams Rd,1,u,350000,VB,Marshall,22/07/2017,4.1,3142,4,2,2,,861,,Boroondara,-37.82611,145.0911,Southern Metropolitan,7217
Tullamarine,56 Broadmeadows Rd,3,h,822000,S,Jason,22/07/2017,12.9,3043,2,1,1,,180,,Boroondara,-37.82794,145.09332,Western Metropolitan,3296
Vermont,88 Boronia Rd,3,h,988000,S,Fletchers,22/07/2017,17.2,3133,4,2,2,2000,1017,156,Brimbank,-37.69106,144.75854,Eastern Metropolitan,4181
Vermont South,6 Moray Gr,4,h,nan,SN,Ray,22/07/2017,17.2,3133,3,2,2,2000,360,,Brimbank,-37.70686,144.76989,Eastern Metropolitan,4280
Viewbank,4 Dunluce Ct,5,h,nan,SN,Miles,22/07/2017,8.9,3084,,,,,,,,,,Eastern Metropolitan,2698
Wantirna South,16 Allanfield Cr,3,h,855000,S,Ray,22/07/2017,14.7,3152,4,2,2,2006,371,156,Wyndham,-37.867,144.65618,Eastern Metropolitan,7082
Wantirna South,1/20 Kensington Pl,3,t,630000,S,Ray,22/07/2017,14.7,3152,3,2,2,2009,400,153,Wyndham,-37.83353,144.67324,Eastern Metropolitan,7082
Warrandyte,12 Cemetery Rd,4,h,nan,PI,Fletchers,22/07/2017,21.1,3113,3,2,2,2008,359,,Wyndham,-37.84648,144.66693,Eastern Metropolitan,2003
Watsonia,18 Barry St,3,h,830000,S,Barry,22/07/2017,14.5,3087,3,2,2,2012,326,162,Wyndham,-37.85037,144.66179,Northern Metropolitan,2329
Watsonia North,27 Kurrajong Cr,3,h,710000,S,Ray,22/07/2017,14.5,3087,3,2,2,2005,389,161,Melton,-37.71364,144.76031,Northern Metropolitan,1442
Watsonia North,59 Sellars St,3,h,850000,S,Darren,22/07/2017,14.5,3087,,,,,,,,,,Northern Metropolitan,1442
Werribee,8 Centenary Cr,3,h,383000,S,Greg,22/07/2017,14.7,3030,,,,,,,,,,Western Metropolitan,16166
Werribee,69 Flemington Cr,4,h,nan,PI,Barry,22/07/2017,14.7,3030,4,2,1,,645,,Brimbank,-37.70841,144.79699,Western Metropolitan,16166
Werribee,5 Flourish Wy,4,h,463000,S,hockingstuart,22/07/2017,14.7,3030,3,2,1,,655,,Brimbank,-37.70894,144.80205,Western Metropolitan,16166
Werribee,34 Hooker Rd,3,h,471500,S,hockingstuart,22/07/2017,14.7,3030,,,,,,,,,,Western Metropolitan,16166
Werribee,1 Ord Ct,3,h,412500,S,YPA,22/07/2017,14.7,3030,3,3,2,,654,,Brimbank,-37.69394,144.7795,Western Metropolitan,16166
Werribee,3 Parramatta Rd,3,h,452000,SP,Biggin,22/07/2017,14.7,3030,3,2,2,2004,198,143,Brimbank,-37.69503,144.77869,Western Metropolitan,16166
Werribee,24 Stewart Dr,3,h,nan,SN,Barry,22/07/2017,14.7,3030,,,,,,,,,,Western Metropolitan,16166
Werribee,17 Timbarra Dr,4,h,665000,S,hockingstuart,22/07/2017,14.7,3030,4,2,2,,812,33,Manningham,-37.7584,145.16128,Western Metropolitan,16166
Werribee,6 Troup Ct,3,h,485000,SP,Reliance,22/07/2017,14.7,3030,5,3,3,,767,,Manningham,-37.76084,145.12675,Western Metropolitan,16166
Werribee,17 Xavier Ct,4,h,510000,SP,YPA,22/07/2017,14.7,3030,,,,,,,,,,Western Metropolitan,16166
West Footscray,42 Elphinstone St,2,h,nan,S,Jas,22/07/2017,6.4,3012,,,,,,,,,,Western Metropolitan,5058
West Footscray,16 Market St,3,h,850000,S,Jas,22/07/2017,6.4,3012,2,1,1,2005,217,115,Manningham,-37.75671,145.11401,Western Metropolitan,5058
West Footscray,171 Suffolk St,3,h,nan,SN,hockingstuart,22/07/2017,6.4,3012,,,,,,,,,,Western Metropolitan,5058
West Footscray,27 Wellington St,3,h,915000,S,Jas,22/07/2017,6.4,3012,,,,,,,,,,Western Metropolitan,5058
Wheelers Hill,11 Bluegum Av,5,h,1591000,S,Barry,22/07/2017,16.7,3150,3,1,2,1965,584,121,Whittlesea,-37.6819,145.02294,South-Eastern Metropolitan,7392
Wheelers Hill,6 Reynolds Av,5,h,1490000,S,Ray,22/07/2017,16.7,3150,,,,,,,,,,South-Eastern Metropolitan,7392
Wheelers Hill,5 Timaru Ct,4,h,nan,PI,Ray,22/07/2017,16.7,3150,3,1,0,1930,396,113,Darebin,-37.75358,144.98534,South-Eastern Metropolitan,7392
Williamstown,22 Hotham St,4,h,1440000,S,Williams,22/07/2017,6.8,3016,,,,,,,,,,Western Metropolitan,6380
Wollert,28 Mombassa Dr,4,h,nan,PI,Harcourts,22/07/2017,25.5,3750,,,,,,,,,,Northern Metropolitan,2940
Wollert,34 Tindales Rd,3,h,400000,S,Harcourts,22/07/2017,25.5,3750,2,1,1,1970,0,,Stonnington,-37.84157,145.00469,Northern Metropolitan,2940
Wyndham Vale,5 Murdeduke Cr,3,h,nan,PI,Barry,22/07/2017,27.2,3024,3,1,1,1960,778,112,Hume,-37.70321,144.87972,Western Metropolitan,5262
Wyndham Vale,39 Ribblesdale Av,3,h,nan,SN,Wyndham,22/07/2017,27.2,3024,3,1,1,1970,653,119,Whitehorse,-37.84034,145.2022,Western Metropolitan,5262
Wyndham Vale,1 Windsor Av,3,h,nan,SN,Barry,22/07/2017,27.2,3024,4,2,2,,658,,Whitehorse,-37.84704,145.17997,Western Metropolitan,5262
Yarra Glen,15 Yarra St,3,h,620000,SP,Buckingham,22/07/2017,31.4,3775,5,3,2,1993,668,299,Banyule,-37.74311,145.08736,Northern Victoria,1160
Yarraville,61 Eirene St,2,h,900000,SP,Sweeney,22/07/2017,6.3,3013,,,,,,,,,,Western Metropolitan,6543
Yarraville,30 Freame St,4,h,1407000,S,Village,22/07/2017,6.3,3013,3,1,2,2001,169,141,Knox,-37.87345,145.22973,Western Metropolitan,6543
Yarraville,55 Simpson St,2,h,1044000,SP,Jas,22/07/2017,6.3,3013,4,2,0,2006,1166,204,Manningham,-37.74554,145.21201,Western Metropolitan,6543
Airport West,76 Bowes Av,3,h,nan,SP,Nelson,29/07/2017,10.4,3042,3,1,1,1975,598,104.4,Banyule,-37.717,145.08891,Western Metropolitan,3464
Airport West,10A Coniston Av,3,t,780000,S,RE,29/07/2017,10.4,3042,,,,,,,,,,Western Metropolitan,3464
Airport West,4/24 Laurence Av,2,t,670000,S,Barry,29/07/2017,10.4,3042,3,1,2,,766,,Banyule,-37.69821,145.08995,Western Metropolitan,3464
Albanvale,10 Elinga Ct,3,h,555000,SP,Sweeney,29/07/2017,14,3021,,,,,,,,,,Western Metropolitan,1899
Albion,6 Hayden Cr,3,h,613000,S,Moonee,29/07/2017,10.5,3020,,,,,,,,,,Western Metropolitan,2185
Albion,2/20 Talmage St,2,t,340000,S,Bells,29/07/2017,10.5,3020,,,,,,,,,,Western Metropolitan,2185
Albion,1/26 Talmage St,3,t,580000,PI,Douglas,29/07/2017,10.5,3020,3,1,2,,530,,Wyndham,-37.89415,144.64143,Western Metropolitan,2185
Alphington,2A Constance St,3,h,nan,S,Nelson,29/07/2017,5.7,3078,3,1,1,1980,583,,Wyndham,-37.88702,144.66101,Northern Metropolitan,2211
Alphington,1/16 Miller St,3,h,1305000,PI,Jellis,29/07/2017,5.7,3078,3,1,3,1980,567,121,Wyndham,-37.88666,144.66149,Northern Metropolitan,2211
Altona,21 Curlew Av,3,h,nan,SN,hockingstuart,29/07/2017,11,3018,3,1,4,,530,,Wyndham,-37.89063,144.64632,Western Metropolitan,5301
Altona Meadows,2/105 Merton St,2,u,402000,SP,Barlow,29/07/2017,15.5,3028,4,2,2,2014,520,201,Wyndham,-37.91859,144.64143,Western Metropolitan,7630
Ardeer,1 Chelsey St,3,h,627000,S,Barry,29/07/2017,12.8,3022,3,1,1,1960,633,88,Wyndham,-37.89444,144.65591,Western Metropolitan,1281
Armadale,11/49 Kooyong Rd,1,u,380000,S,Marshall,29/07/2017,6.3,3143,4,2,1,2003,531,147,Wyndham,-37.89556,144.64268,Southern Metropolitan,4836
Armadale,6/56 Sutherland Rd,2,u,631500,S,hockingstuart,29/07/2017,6.3,3143,2,1,2,1925,354,,Maribyrnong,-37.79543,144.87254,Southern Metropolitan,4836
Ascot Vale,29 Doncaster St,3,t,1185000,S,Barry,29/07/2017,4.3,3032,3,1,2,1910,269,111,Maribyrnong,-37.79638,144.87911,Western Metropolitan,6567
Ascot Vale,52 Langs Rd,4,h,1500000,PI,Jellis,29/07/2017,4.3,3032,3,1,1,1960,259,111,Maribyrnong,-37.78963,144.86449,Western Metropolitan,6567
Ashburton,7 Duke St,2,h,nan,S,hockingstuart,29/07/2017,10.2,3147,3,1,2,,447,,Maribyrnong,-37.792,144.86856,Southern Metropolitan,3052
Ashwood,7 Barrington Dr,4,h,1540000,S,Jellis,29/07/2017,10.2,3147,,,,,,,,,,Southern Metropolitan,2894
Aspendale,2 Harrison La,3,t,nan,PI,Barry,29/07/2017,21.5,3195,,,,,,,,,,South-Eastern Metropolitan,2824
Aspendale,36 Laura St,4,h,1125000,S,Barry,29/07/2017,21.5,3195,4,2,1,,653,,Monash,-37.91685,145.17456,South-Eastern Metropolitan,2824
Aspendale,4 Roycroft Av,4,h,1510000,S,hockingstuart,29/07/2017,21.5,3195,4,2,0,1900,240,170,Hobsons Bay,-37.85414,144.89561,South-Eastern Metropolitan,2824
Avondale Heights,19 Lake St,3,h,770000,PI,Harcourts,29/07/2017,9.5,3034,4,2,2,,400,,Whittlesea,-37.60972,145.01657,Western Metropolitan,4502
Balwyn,27 Burroughs Rd,5,h,3812000,S,VICProp,29/07/2017,7.9,3103,3,2,1,2015,213,,Whittlesea,-37.60983,145.03874,Southern Metropolitan,5682
Balwyn,4 Dee St,4,t,1450000,VB,Noel,29/07/2017,7.9,3103,,,,,,,,,,Southern Metropolitan,5682
Balwyn North,1/6 Corhampton Rd,3,u,1600000,S,Marshall,29/07/2017,9.7,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,1/47 Kawarren St,2,u,950000,S,Fletchers,29/07/2017,9.7,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,12 Maud St,4,h,1755000,S,Jellis,29/07/2017,9.7,3104,3,2,1,1975,863,180.56,Yarra Ranges,-37.65391,145.37389,Southern Metropolitan,7809
Bayswater,592 Mountain Hwy,3,h,606000,S,McGrath,29/07/2017,23.2,3153,2,1,3,1940,463,123.5,Maribyrnong,-37.82333,144.87955,Eastern Metropolitan,5030
Beaconsfield,2 George St,3,u,537000,S,Peake,29/07/2017,39,3807,4,2,2,1955,446,152,Maribyrnong,-37.81845,144.87464,Eastern Victoria,2332
Beaconsfield,1 Lancaster Wy,2,h,nan,SN,Barry,29/07/2017,39,3807,2,1,0,,197,,Maribyrnong,-37.81736,144.89133,Eastern Victoria,2332
Beaconsfield,1A Lancaster Wy,2,h,nan,PI,Barry,29/07/2017,39,3807,,,,,,,,,,Eastern Victoria,2332
Beaconsfield,38 Tantallon Bvd,3,h,nan,SN,Barry,29/07/2017,39,3807,,,,,,,,,,Eastern Victoria,2332
Beaumaris,2/37 Bonanza Rd,3,t,900000,PI,Thomson,29/07/2017,17.3,3193,,,,,,,,,,Southern Metropolitan,5366
Beaumaris,6 Monaco Cr,3,h,1500000,S,Charlton,29/07/2017,17.3,3193,3,1,3,1980,566,126,Brimbank,-37.74306,144.76679,Southern Metropolitan,5366
Bentleigh,2 Osborne Av,3,t,1435000,S,hockingstuart,29/07/2017,11.4,3204,,,,,,,,,,Southern Metropolitan,6795
Bentleigh East,2/9 Argyle St,2,u,592000,S,Gary,29/07/2017,13.8,3165,2,1,1,,100,,Brimbank,-37.77956,144.82519,Southern Metropolitan,10969
Bentleigh East,2A Goodrich St,3,h,900000,S,Gary,29/07/2017,13.8,3165,3,2,2,2014,175,110,Brimbank,-37.77856,144.82443,Southern Metropolitan,10969
Bentleigh East,10 Juliana St,4,h,1780000,S,Woodards,29/07/2017,13.8,3165,3,1,2,1950,667,,Yarra,-37.78124,145.03441,Southern Metropolitan,10969
Bentleigh East,16 Waratah St,3,t,1260000,S,Woodards,29/07/2017,13.8,3165,,,,,,,,,,Southern Metropolitan,10969
Berwick,33 Jane St,3,h,620000,S,C21,29/07/2017,35.2,3806,,,,,,,,,,Eastern Victoria,17093
Berwick,67 Strathavan Dr,4,h,nan,PI,O'Brien,29/07/2017,35.2,3806,,,,,,,,,,Eastern Victoria,17093
Black Rock,5/323 Beach Rd,2,u,600000,S,Hodges,29/07/2017,17.3,3193,3,1,2,1960,697,102,Brimbank,-37.77713,144.79746,Southern Metropolitan,2866
Black Rock,1/47 Bluff Rd,3,t,1215000,S,Hodges,29/07/2017,17.3,3193,1,1,1,1960,0,,Stonnington,-37.85889,145.01989,Southern Metropolitan,2866
Blackburn South,12/5 Travellyn Ct,2,u,615000,S,Ray,29/07/2017,13.4,3130,2,1,1,,0,,Stonnington,-37.85749,145.01735,Eastern Metropolitan,4387
Blackburn South,1a Wicking Ct,4,h,nan,SN,Woodards,29/07/2017,13.4,3130,3,2,2,,271,,Moonee Valley,-37.7783,144.90876,Eastern Metropolitan,4387
Boronia,42 Matlock Rd,3,h,790000,S,Ray,29/07/2017,25,3155,,,,,,,,,,Eastern Metropolitan,9704
Boronia,15 New St,4,h,770000,SP,Noel,29/07/2017,25,3155,2,1,2,,470,,Boroondara,-37.86208,145.07734,Eastern Metropolitan,9704
Box Hill,9 Bishop St,4,h,1831000,S,hockingstuart,29/07/2017,10.9,3128,4,2,3,1970,668,205,Monash,-37.86096,145.10026,Eastern Metropolitan,4605
Braybrook,35 Carlton St,3,h,800000,S,Biggin,29/07/2017,8.6,3019,,,,,,,,,,Western Metropolitan,3589
Braybrook,5/16 Lawn Cr,3,u,381500,S,Purplebricks,29/07/2017,8.6,3019,,,,,,,,,,Western Metropolitan,3589
Brighton,4 Baroona Ct,4,h,nan,SP,Marshall,29/07/2017,10.5,3186,,,,,,,,,,Southern Metropolitan,10579
Brighton,6/105 Cochrane St,2,u,845000,SP,Buxton,29/07/2017,10.5,3186,,,,,,,,,,Southern Metropolitan,10579
Brighton,2/14 Nepean Hwy,2,u,nan,SP,hockingstuart,29/07/2017,10.5,3186,5,4,2,2012,729,1,Boroondara,-37.806,145.09511,Southern Metropolitan,10579
Brighton,7/138 New St,1,u,495000,S,Nick,29/07/2017,10.5,3186,4,3,2,,232,,Boroondara,-37.80345,145.07969,Southern Metropolitan,10579
Brighton,6/30 Roslyn St,2,u,760000,PI,Marshall,29/07/2017,10.5,3186,3,2,2,,314,,Boroondara,-37.79386,145.06746,Southern Metropolitan,10579
Brighton,1/141 South Rd,3,h,1240000,PI,hockingstuart,29/07/2017,10.5,3186,2,1,1,1975,327,,Boroondara,-37.78245,145.09273,Southern Metropolitan,10579
Brighton East,10/196 North Rd,2,u,950000,S,Marshall,29/07/2017,10.3,3187,4,2,2,1938,605,155,Boroondara,-37.79466,145.06564,Southern Metropolitan,6938
Broadmeadows,2 Deakin Ct,3,t,470000,S,Barry,29/07/2017,14,3047,3,1,1,1970,424,94,Knox,-37.84291,145.25545,Northern Metropolitan,4294
Broadmeadows,5 Evans Ct,3,h,586000,S,YPA,29/07/2017,14,3047,3,1,1,,460,,Cardinia,-38.04668,145.36939,Northern Metropolitan,4294
Broadmeadows,3/52 Jacana Av,2,h,nan,PI,Raine,29/07/2017,14,3047,,,,,,,,,,Northern Metropolitan,4294
Broadmeadows,18 Katunga Cr,4,h,706000,S,YPA,29/07/2017,14,3047,,,,,,,,,,Northern Metropolitan,4294
Broadmeadows,54 Ophir St,3,h,550000,S,YPA,29/07/2017,14,3047,3,2,1,2007,349,103,Cardinia,-38.06009,145.38339,Northern Metropolitan,4294
Brookfield,30 Pinrush Rd,4,h,456000,S,Reliance,29/07/2017,29.8,3338,3,2,2,,243,,Bayside,-37.98214,145.05175,Western Victoria,3122
Brooklyn,77 Corrigan Av,2,u,555000,S,Barlow,29/07/2017,6.4,3012,,,,,,,,,,Western Metropolitan,962
Brunswick,1/46 Davies St,2,h,650000,S,Jellis,29/07/2017,5.2,3056,,,,,,,,,,Northern Metropolitan,11918
Brunswick,11 Marks St,4,h,1080000,VB,Nelson,29/07/2017,5.2,3056,2,1,1,,121,,Glen Eira,-37.91051,145.07139,Northern Metropolitan,11918
Brunswick,1 North St,3,t,nan,S,Jellis,29/07/2017,5.2,3056,3,2,2,,264,,Glen Eira,-37.91155,145.076,Northern Metropolitan,11918
Brunswick,22/74 Tinning St,2,t,725000,PI,Jellis,29/07/2017,5.2,3056,4,2,2,,577,,Glen Eira,-37.9145,145.05899,Northern Metropolitan,11918
Brunswick East,1/51 Brunswick Rd,2,h,620000,S,Nicholson,29/07/2017,4,3057,3,2,2,1960,669,138,Glen Eira,-37.91289,145.08065,Northern Metropolitan,5533
Brunswick East,3/51 Brunswick Rd,2,h,683000,S,Nicholson,29/07/2017,4,3057,3,1,2,1970,792,101,Casey,-38.03517,145.33886,Northern Metropolitan,5533
Brunswick East,24 Ethel St,2,h,nan,S,Nelson,29/07/2017,4,3057,4,3,2,1992,890,145.4,Casey,-38.05068,145.35366,Northern Metropolitan,5533
Brunswick East,2/38 Ethel St,2,h,501000,S,Jellis,29/07/2017,4,3057,2,1,1,1960,0,74,Bayside,-37.97853,145.0175,Northern Metropolitan,5533
