,amazon_product_url,author,description,publisher,title,oid,bestsellers_date.numberLong,published_date.numberLong,rank.numberInt,rank_last_week.numberInt,weeks_on_list.numberInt,price.numberDouble
2594,http://www.amazon.com/Canada-Richard-Ford-ebook/dp/B006FO3ERQ?tag=NYTBS-20,Richard Ford,Descr: A boy takes refuge in Saskatchewan after his parents commit a robbery.     ,Ecco/HarperCollins Publishers,CANADA,5b4aa4ead3089013507dc262,2012-07-07 00:00:00,1342915200000,12,9,7,27.99
2596,http://www.amazon.com/The-Third-Gate-Lincoln-Child/dp/0307473740?tag=NYTBS-20,Lincoln Child,"Descr: Professor Jeremy Logan, an “enigmalogist,” is called to Egypt to assist at a pharaoh’s newly discovered tomb.     ",Doubleday,THE THIRD GATE,5b4aa4ead3089013507dc265,2012-07-07 00:00:00,1342915200000,15,10,4,25.95
2597,http://www.amazon.com/The-Innocent-David-Baldacci-ebook/dp/B006VFLIYK?tag=NYTBS-20,David Baldacci,Descr: A hit man who has become a target of the government rescues a teenage girl whose parents have been murdered.     ,Grand Central,THE INNOCENT,5b4aa4ead3089013507dc266,2012-07-07 00:00:00,1342915200000,16,12,12,27.99
2598,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc26b,2012-07-14 00:00:00,1343520000000,1,0,1,28.95
2600,http://www.amazon.com/Backfire-FBI-Thriller-Catherine-Coulter-ebook/dp/B00740GOJA?tag=NYTBS-20,Catherine Coulter,Descr: The F.B.I. agents Dillon Savich and Lacey Sherlock investigate the murder of a judge.     ,Putnam,BACKFIRE,5b4aa4ead3089013507dc26e,2012-07-14 00:00:00,1343520000000,4,0,1,26.95
2601,http://www.amazon.com/The-Next-Best-Thing-Novel-ebook/dp/B0061NT77C?tag=NYTBS-20,Jennifer Weiner,"Descr: A young woman who moves to Hollywood to make it in television finds success, but her life remains complicated.     ",Atria,THE NEXT BEST THING,5b4aa4ead3089013507dc26f,2012-07-14 00:00:00,1343520000000,5,2,2,26.99
2604,http://www.amazon.com/Night-Watch-Linda-Fairstein-ebook/dp/B0072NWK38?tag=NYTBS-20,Linda Fairstein,Descr: The prosecutor Alexandra Cooper becomes involved when a wealthy man assaults a maid in a Manhattan hotel.     ,Dutton,NIGHT WATCH,5b4aa4ead3089013507dc274,2012-07-14 00:00:00,1343520000000,10,0,1,26.95
2605,http://www.amazon.com/Calico-Joe-Novel-John-Grisham/dp/0345541332?tag=NYTBS-20,John Grisham,"Descr: A pitcher beans a promising rookie, ending both their careers; years later, the pitcher’s son brings them together.     ",Doubleday,CALICO JOE,5b4aa4ead3089013507dc277,2012-07-14 00:00:00,1343520000000,13,9,14,24.95
2606,http://www.amazon.com/Summerland-A-Novel-Elin-Hilderbrand-ebook/dp/B005SCSBWO?tag=NYTBS-20,Elin Hilderbrand,Descr: The aftereffects of a deadly automobile crash in Nantucket.     ,"Reagan Arthur/Little, Brown",SUMMERLAND,5b4aa4ead3089013507dc278,2012-07-14 00:00:00,1343520000000,14,8,3,26.99
2607,http://www.amazon.com/Bloodline-Sigma-Force-Novel-Novels-ebook/dp/B0070X87PA?tag=NYTBS-20,James Rollins,Descr: A deadly rescue mission in the African jungle and a clinic bombing in South Carolina both reveal a dangerous conspiracy; a Sigma Force novel.     ,Morrow/HarperCollins,BLOODLINE,5b4aa4ead3089013507dc279,2012-07-14 00:00:00,1343520000000,15,5,3,27.99
2608,http://www.amazon.com/Beautiful-Ruins-Novel-Jess-Walter/dp/0061928178?tag=NYTBS-20,Jess Walter,"Descr: Ruins both emotional and architectural, in Italy, Hollywood and elsewhere, figure in this sweeping novel.     ",Harper/HarperCollins,BEAUTIFUL RUINS,5b4aa4ead3089013507dc27a,2012-07-14 00:00:00,1343520000000,No Rank,11,3,25.99
2609,http://www.amazon.com/The-Fallen-Angel-Gabriel-Allon/dp/006207315X?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, discovers a global criminal enterprise behind a murder in Rome.     ",Harper/HarperCollins,THE FALLEN ANGEL,5b4aa4ead3089013507dc27f,2012-07-21 00:00:00,1344124800000,1,0,1,27.99
2611,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc282,2012-07-21 00:00:00,1344124800000,4,1,2,28.95
2613,http://www.amazon.com/Backfire-FBI-Thriller-Catherine-Coulter-ebook/dp/B00740GOJA?tag=NYTBS-20,Catherine Coulter,Descr: The F.B.I. agents Dillon Savich and Lacey Sherlock investigate the murder of a judge.     ,Putnam,BACKFIRE,5b4aa4ead3089013507dc284,2012-07-21 00:00:00,1344124800000,6,4,2,26.95
2614,http://www.amazon.com/The-Sandcastle-Girls-Vintage-Contemporaries/dp/0307743918?tag=NYTBS-20,Chris Bohjalian,Descr: A woman of Armenian descent pursues her family’s history and explores a World War I romance — and a secret.     ,Doubleday,THE SANDCASTLE GIRLS,5b4aa4ead3089013507dc285,2012-07-21 00:00:00,1344124800000,7,0,1,25.95
2615,http://www.amazon.com/The-Next-Best-Thing-Novel-ebook/dp/B0061NT77C?tag=NYTBS-20,Jennifer Weiner,"Descr: A young woman who moves to Hollywood to make it in television finds success, but her life remains complicated.     ",Atria,THE NEXT BEST THING,5b4aa4ead3089013507dc287,2012-07-21 00:00:00,1344124800000,9,5,3,26.99
2617,http://www.amazon.com/Beautiful-Ruins-Novel-Jess-Walter/dp/0061928178?tag=NYTBS-20,Jess Walter,"Descr: Ruins both emotional and architectural, in Italy, Hollywood and elsewhere, figure in this sweeping novel.     ",Harper/HarperCollins,BEAUTIFUL RUINS,5b4aa4ead3089013507dc28a,2012-07-21 00:00:00,1344124800000,12,16,4,25.99
2618,http://www.amazon.com/Calico-Joe-Novel-John-Grisham/dp/0345541332?tag=NYTBS-20,John Grisham,"Descr: A pitcher beans a promising rookie, ending both their careers; years later, the pitcher’s son brings them together.     ",Doubleday,CALICO JOE,5b4aa4ead3089013507dc28b,2012-07-21 00:00:00,1344124800000,13,13,15,24.95
2620,http://www.amazon.com/Where-We-Belong-Emily-Giffin-ebook/dp/B0071NMK66?tag=NYTBS-20,Emily Giffin,Descr: A woman’s successful life is disrupted by the appearance of an 18-year-old girl with a link to her past.     ,St. Martin's,WHERE WE BELONG,5b4aa4ead3089013507dc294,2012-07-28 00:00:00,1344729600000,No Rank,0,1,27.99
2621,http://www.amazon.com/Black-List-Thriller-Brad-Thor-ebook/dp/B004T4KX0U?tag=NYTBS-20,Brad Thor,"Descr: If the counterterrorism operative Scot Harvath can discover who targeted him for death, he can prevent a terrorist attack.     ",Emily Bestler/Atria,BLACK LIST,5b4aa4ead3089013507dc296,2012-07-28 00:00:00,1344729600000,4,0,1,27.99
2622,http://www.amazon.com/The-Fallen-Angel-Gabriel-Allon/dp/006207315X?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, discovers a global criminal enterprise behind a murder at the Vatican.     ",Harper/HarperCollins,THE FALLEN ANGEL,5b4aa4ead3089013507dc297,2012-07-28 00:00:00,1344729600000,5,1,2,27.99
2623,http://www.amazon.com/Broken-Harbor-Novel-Dublin-Murder/dp/0670023655?tag=NYTBS-20,Tana French,"Descr: In French’s fourth Dublin murder squad novel, a detective’s investigation of a crime in a seaside town evokes memories of his disturbing childhood there.     ",Viking,BROKEN HARBOR,5b4aa4ead3089013507dc298,2012-07-28 00:00:00,1344729600000,6,0,1,27.95
2625,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc29a,2012-07-28 00:00:00,1344729600000,8,4,3,28.95
2628,http://www.amazon.com/Backfire-FBI-Thriller-Catherine-Coulter-ebook/dp/B00740GOJA?tag=NYTBS-20,Catherine Coulter,Descr: The F.B.I. agents Dillon Savich and Lacey Sherlock investigate the murder of a judge.     ,Putnam,BACKFIRE,5b4aa4ead3089013507dc29e,2012-07-28 00:00:00,1344729600000,12,6,3,26.95
2629,http://www.amazon.com/The-Sandcastle-Girls-Vintage-Contemporaries/dp/0307743918?tag=NYTBS-20,Chris Bohjalian,Descr: A woman of Armenian descent pursues her family’s history and explores a World War I romance — and a secret.     ,Doubleday,THE SANDCASTLE GIRLS,5b4aa4ead3089013507dc29f,2012-07-28 00:00:00,1344729600000,13,7,2,25.95
2630,http://www.amazon.com/The-Next-Best-Thing-Novel-ebook/dp/B0061NT77C?tag=NYTBS-20,Jennifer Weiner,"Descr: A young woman who moves to Hollywood to make it in television finds success, but her life remains complicated.     ",Atria,THE NEXT BEST THING,5b4aa4ead3089013507dc2a0,2012-07-28 00:00:00,1344729600000,14,9,4,26.99
2631,http://www.amazon.com/Thirteen-Novel-An-Otherworld-ebook/dp/B0073XV768?tag=NYTBS-20,Kelley Armstrong,Descr: The final book in the Women of the Otherword fantasy series.     ,Dutton,THIRTEEN,5b4aa4ead3089013507dc2a1,2012-07-28 00:00:00,1344729600000,15,0,1,26.95
2632,http://www.amazon.com/Where-We-Belong-Emily-Giffin-ebook/dp/B0071NMK66?tag=NYTBS-20,Emily Giffin,Descr: A woman’s successful life is disrupted by the appearance of an 18-year-old girl with a link to her past.     ,St. Martin's,WHERE WE BELONG,5b4aa4ead3089013507dc2a9,2012-08-04 00:00:00,1345334400000,No Rank,2,2,27.99
2633,http://www.amazon.com/Black-List-Thriller-Brad-Thor-ebook/dp/B004T4KX0U?tag=NYTBS-20,Brad Thor,"Descr: If the counterterrorism operative Scot Harvath can discover who targeted him for death, he can prevent a terrorist attack.     ",Emily Bestler/Atria,BLACK LIST,5b4aa4ead3089013507dc2ab,2012-08-04 00:00:00,1345334400000,5,4,2,27.99
2634,http://www.amazon.com/The-Fallen-Angel-Gabriel-Allon/dp/006207315X?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, discovers a global criminal enterprise behind a murder at the Vatican.     ",Harper/HarperCollins,THE FALLEN ANGEL,5b4aa4ead3089013507dc2ac,2012-08-04 00:00:00,1345334400000,6,5,3,27.99
2636,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc2af,2012-08-04 00:00:00,1345334400000,9,8,4,28.95
2637,http://www.amazon.com/Broken-Harbor-Novel-Dublin-Murder/dp/0670023655?tag=NYTBS-20,Tana French,Descr: A Dublin murder squad detective’s investigation of a crime in a seaside town evokes memories of his hard childhood there.     ,Viking,BROKEN HARBOR,5b4aa4ead3089013507dc2b1,2012-08-04 00:00:00,1345334400000,No Rank,6,2,27.95
2639,http://www.amazon.com/Haven-Bishop-Special-Crimes-Novels/dp/0515153710?tag=NYTBS-20,Kay Hooper,Descr: The F.B.I. agent Noah Bishop and his special crimes unit help two sisters probe the secrets of a North Carolina town.     ,Berkley,HAVEN,5b4aa4ead3089013507dc2b3,2012-08-04 00:00:00,1345334400000,13,0,1,26.95
2640,http://www.amazon.com/Backfire-FBI-Thriller-Catherine-Coulter-ebook/dp/B00740GOJA?tag=NYTBS-20,Catherine Coulter,Descr: The F.B.I. agents Dillon Savich and Lacey Sherlock investigate the murder of a judge.     ,Putnam,BACKFIRE,5b4aa4ead3089013507dc2b4,2012-08-04 00:00:00,1345334400000,14,12,4,26.95
2641,http://www.amazon.com/The-Sandcastle-Girls-Vintage-Contemporaries/dp/0307743918?tag=NYTBS-20,Chris Bohjalian,Descr: A woman of Armenian descent pursues her family’s history and explores a World War I romance — and a secret.     ,Doubleday,THE SANDCASTLE GIRLS,5b4aa4ead3089013507dc2b5,2012-08-04 00:00:00,1345334400000,15,13,3,25.95
2643,http://www.amazon.com/Sweet-Talk-Buchanan-Renard-Book-10/dp/045141523X?tag=NYTBS-20,Julie Garwood,"Descr: An I.R.S. officer and an F.B.I. agent fight corruption, and a mutual attraction, while investigating a Ponzi scheme.     ",Dutton,SWEET TALK,5b4aa4ead3089013507dc2bc,2012-08-11 00:00:00,1345939200000,2,0,1,26.95
2644,http://www.amazon.com/Where-We-Belong-Emily-Giffin-ebook/dp/B0071NMK66?tag=NYTBS-20,Emily Giffin,Descr: A woman’s successful life is disrupted by the appearance of an 18-year-old girl with a link to her past.     ,St. Martin's,WHERE WE BELONG,5b4aa4ead3089013507dc2bd,2012-08-11 00:00:00,1345939200000,3,3,3,27.99
2647,http://www.amazon.com/Time-Untime-Dark-Hunter-Sherrilyn-Kenyon/dp/0312550006?tag=NYTBS-20,Sherrilyn Kenyon,"Descr: Kateri Avani must face a Keetoowah warrior, and Ren Waya must come back from the dead to prevent the world from ending in this Dark-Hunter novel.     ",St. Martin’s,TIME UNTIME,5b4aa4ead3089013507dc2c2,2012-08-11 00:00:00,1345939200000,8,0,1,25.99
2648,http://www.amazon.com/Black-List-Thriller-Brad-Thor-ebook/dp/B004T4KX0U?tag=NYTBS-20,Brad Thor,"Descr: If the counterterrorism operative Scot Harvath can discover who targeted him for death, he can prevent a terrorist attack.     ",Emily Bestler/Atria,BLACK LIST,5b4aa4ead3089013507dc2c3,2012-08-11 00:00:00,1345939200000,9,5,3,27.99
2649,http://www.amazon.com/The-Fallen-Angel-Gabriel-Allon/dp/006207315X?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, discovers a global criminal enterprise behind a murder at the Vatican.     ",Harper/HarperCollins,THE FALLEN ANGEL,5b4aa4ead3089013507dc2c4,2012-08-11 00:00:00,1345939200000,10,6,4,27.99
2651,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London; Book 2 of the All Souls trilogy.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc2c8,2012-08-11 00:00:00,1345939200000,No Rank,9,5,28.95
2652,http://www.amazon.com/Where-We-Belong-Emily-Giffin-ebook/dp/B0071NMK66?tag=NYTBS-20,Emily Giffin,Descr: A woman’s successful life is disrupted by the appearance of an 18-year-old girl with a link to her past.     ,St. Martin's,WHERE WE BELONG,5b4aa4ead3089013507dc2d1,2012-08-18 00:00:00,1346544000000,3,3,4,27.99
2653,http://www.amazon.com/The-Kingmakers-Daughter-Cousins-War-ebook/dp/B006BAEQB2?tag=NYTBS-20,Philippa Gregory,"Descr: Chicanery in the court of Edward IV, narrated by Anne Neville.     ",Touchstone/Simon & Schuster,THE KINGMAKER’S DAUGHTER,5b4aa4ead3089013507dc2d2,2012-08-18 00:00:00,1346544000000,4,0,1,26.99
2654,http://www.amazon.com/Black-List-Thriller-Brad-Thor-ebook/dp/B004T4KX0U?tag=NYTBS-20,Brad Thor,"Descr: If the counterterrorism operative Scot Harvath can discover who targeted him for death, he can prevent a terrorist attack.     ",Emily Bestler/Atria,BLACK LIST,5b4aa4ead3089013507dc2d6,2012-08-18 00:00:00,1346544000000,No Rank,9,4,27.99
2655,http://www.amazon.com/The-Fallen-Angel-Gabriel-Allon/dp/006207315X?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, discovers a global criminal enterprise behind a murder at the Vatican.     ",Harper/HarperCollins,THE FALLEN ANGEL,5b4aa4ead3089013507dc2d7,2012-08-18 00:00:00,1346544000000,9,10,5,27.99
2656,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc2d9,2012-08-18 00:00:00,1346544000000,11,14,6,28.95
2657,http://www.amazon.com/Sweet-Talk-Buchanan-Renard-Book-10/dp/045141523X?tag=NYTBS-20,Julie Garwood,"Descr: An I.R.S. officer and an F.B.I. agent fight corruption, and a mutual attraction, while investigating a Ponzi scheme.     ",Dutton,SWEET TALK,5b4aa4ead3089013507dc2da,2012-08-18 00:00:00,1346544000000,12,2,2,26.95
2658,http://www.amazon.com/The-Dog-Stars-Peter-Heller-ebook/dp/B007GZELF2?tag=NYTBS-20,Peter Heller,"Descr: After a flu pandemic kills most of the population, a pilot sets off in his Cessna to follow the voice on a staticky radio transmission.     ",Knopf,THE DOG STARS,5b4aa4ead3089013507dc2db,2012-08-18 00:00:00,1346544000000,13,0,1,24.95
2662,http://www.amazon.com/Where-We-Belong-Emily-Giffin-ebook/dp/B0071NMK66?tag=NYTBS-20,Emily Giffin,Descr: A woman’s successful life is disrupted by the appearance of an 18-year-old girl with a link to her past.     ,St. Martin's,WHERE WE BELONG,5b4aa4ead3089013507dc2e8,2012-08-25 00:00:00,1347148800000,6,3,5,27.99
2663,http://www.amazon.com/Black-List-Thriller-Brad-Thor-ebook/dp/B004T4KX0U?tag=NYTBS-20,Brad Thor,"Descr: If the counterterrorism operative Scot Harvath can discover who targeted him for death, he can prevent a terrorist attack.     ",Emily Bestler/Atria,BLACK LIST,5b4aa4ead3089013507dc2ea,2012-08-25 00:00:00,1347148800000,8,8,5,27.99
2664,http://www.amazon.com/Whered-You-Go-Bernadette-Novel-ebook/dp/B006L8942U?tag=NYTBS-20,Maria Semple,"Descr: A renowned and reclusive Seattle architect disappears, leaving her 15-year-old daughter to piece together the clues.     ","Little, Brown","WHERE'D YOU GO, BERNADETTE",5b4aa4ead3089013507dc2eb,2012-08-25 00:00:00,1347148800000,9,0,1,25.99
2665,http://www.amazon.com/The-Fallen-Angel-Gabriel-Allon/dp/006207315X?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, discovers a global criminal enterprise behind a murder at the Vatican.     ",Harper/HarperCollins,THE FALLEN ANGEL,5b4aa4ead3089013507dc2ec,2012-08-25 00:00:00,1347148800000,10,9,6,27.99
2666,http://www.amazon.com/The-Kingmakers-Daughter-Cousins-War-ebook/dp/B006BAEQB2?tag=NYTBS-20,Philippa Gregory,"Descr: Chicanery in the court of Edward IV, narrated by Anne Neville.     ",Touchstone/Simon & Schuster,THE KINGMAKER’S DAUGHTER,5b4aa4ead3089013507dc2ed,2012-08-25 00:00:00,1347148800000,11,4,2,26.99
2668,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc2ef,2012-08-25 00:00:00,1347148800000,13,11,7,28.95
2669,http://www.amazon.com/The-Dog-Stars-Peter-Heller-ebook/dp/B007GZELF2?tag=NYTBS-20,Peter Heller,"Descr: After a flu pandemic kills most of the population, a pilot sets off in his Cessna to follow the voice on a staticky radio transmission.     ",Knopf,THE DOG STARS,5b4aa4ead3089013507dc2f0,2012-08-25 00:00:00,1347148800000,14,13,2,24.95
2670,http://www.amazon.com/The-Beautiful-Mystery-Inspector-Gamache-ebook/dp/B0071VURHW?tag=NYTBS-20,Louise Penny,Descr: Chief Inspector Armand Gamache of the Sûreté du Québec investigates a murder at a remote abbey.     ,Minotaur,THE BEAUTIFUL MYSTERY,5b4aa4ead3089013507dc2f8,2012-09-01 00:00:00,1347753600000,2,0,1,25.99
2671,http://www.amazon.com/Bones-Are-Forever-A-Novel-ebook/dp/B0061PEAUY?tag=NYTBS-20,Kathy Reichs,"Descr: The forensic anthropologist Temperance Brennan pursues a case involving infanticide, murder and corruption; the 15th novel in the series behind the show “Bones.”     ",Scribner,BONES ARE FOREVER,5b4aa4ead3089013507dc2fa,2012-09-01 00:00:00,1347753600000,4,0,1,26.99
2672,http://www.amazon.com/Where-We-Belong-Emily-Giffin-ebook/dp/B0071NMK66?tag=NYTBS-20,Emily Giffin,Descr: A woman’s successful life is disrupted by the appearance of an 18-year-old girl with a link to her past.     ,St. Martin's,WHERE WE BELONG,5b4aa4ead3089013507dc2fe,2012-09-01 00:00:00,1347753600000,8,6,6,27.99
2673,http://www.amazon.com/Black-List-Thriller-Brad-Thor-ebook/dp/B004T4KX0U?tag=NYTBS-20,Brad Thor,"Descr: If the counterterrorism operative Scot Harvath can discover who targeted him for death, he can prevent a terrorist attack.     ",Emily Bestler/Atria,BLACK LIST,5b4aa4ead3089013507dc302,2012-09-01 00:00:00,1347753600000,12,8,6,27.99
2674,http://www.amazon.com/The-Kingmakers-Daughter-Cousins-War-ebook/dp/B006BAEQB2?tag=NYTBS-20,Philippa Gregory,"Descr: Chicanery in the court of Edward IV, narrated by Anne Neville.     ",Touchstone/Simon & Schuster,THE KINGMAKER’S DAUGHTER,5b4aa4ead3089013507dc304,2012-09-01 00:00:00,1347753600000,14,11,3,26.99
2675,http://www.amazon.com/Shadow-Night-All-Souls-Trilogy/dp/0143123629?tag=NYTBS-20,Deborah Harkness,"Descr: An Oxford scholar/witch and a vampire geneticist pursue history, secrets and each other in Elizabethan London.     ",Viking,SHADOW OF NIGHT,5b4aa4ead3089013507dc305,2012-09-01 00:00:00,1347753600000,15,13,8,28.95
2676,http://www.amazon.com/Whered-You-Go-Bernadette-Novel-ebook/dp/B006L8942U?tag=NYTBS-20,Maria Semple,"Descr: A renowned and reclusive Seattle architect disappears, leaving her 15-year-old daughter to piece together the clues.     ","Little, Brown","WHERE'D YOU GO, BERNADETTE",5b4aa4ead3089013507dc306,2012-09-01 00:00:00,1347753600000,No Rank,9,2,25.99
2677,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,"Descr: A fable about the inventor of the world’s first clock, who returns to our world after centuries of banishment; from the author of “Tuesdays With Morrie.”     ",Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc30b,2012-09-08 00:00:00,1348358400000,1,0,1,24.99
2680,http://www.amazon.com/NW-A-Novel-Zadie-Smith/dp/1594203970?tag=NYTBS-20,Zadie Smith,Descr: The lives of four characters cross in northwest London; from the author of “White Teeth.”     ,Penguin Press,NW,5b4aa4ead3089013507dc312,2012-09-08 00:00:00,1348358400000,8,0,1,26.95
2681,http://www.amazon.com/The-Beautiful-Mystery-Inspector-Gamache-ebook/dp/B0071VURHW?tag=NYTBS-20,Louise Penny,Descr: Chief Inspector Armand Gamache of the Sûreté du Québec investigates a murder at a remote abbey.     ,Minotaur,THE BEAUTIFUL MYSTERY,5b4aa4ead3089013507dc314,2012-09-08 00:00:00,1348358400000,10,2,2,25.99
2682,http://www.amazon.com/Bones-Are-Forever-A-Novel-ebook/dp/B0061PEAUY?tag=NYTBS-20,Kathy Reichs,"Descr: The forensic anthropologist Temperance Brennan pursues a case involving infanticide, murder and corruption; the 15th novel in the series behind the show “Bones.”     ",Scribner,BONES ARE FOREVER,5b4aa4ead3089013507dc316,2012-09-08 00:00:00,1348358400000,12,4,2,26.99
2684,http://www.amazon.com/Where-We-Belong-Emily-Giffin-ebook/dp/B0071NMK66?tag=NYTBS-20,Emily Giffin,Descr: A woman’s successful life is disrupted by the appearance of an 18-year-old girl with a link to her past.     ,St. Martin's,WHERE WE BELONG,5b4aa4ead3089013507dc318,2012-09-08 00:00:00,1348358400000,14,8,7,27.99
2686,http://www.amazon.com/Tigers-Claw-Novel-Dale-Brown-ebook/dp/B007BCFAVE?tag=NYTBS-20,Dale Brown,Descr: A retired Air Force general pushes back against a Chinese threat.     ,Morrow/HarperCollins,TIGER'S CLAW,5b4aa4ead3089013507dc31a,2012-09-08 00:00:00,1348358400000,16,0,1,26.99
2687,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,"Descr: A fable about the inventor of the world’s first clock, who returns to our world after centuries of banishment; from the author of “Tuesdays With Morrie.”     ",Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc321,2012-09-15 00:00:00,1348963200000,3,1,2,24.99
2689,http://www.amazon.com/Telegraph-Avenue-Michael-Chabon-ebook/dp/B007HBH2EW?tag=NYTBS-20,Michael Chabon,"Descr: Fathers and sons in Berkeley and Oakland, Calif.     ",Harper/HarperCollins,TELEGRAPH AVENUE,5b4aa4ead3089013507dc323,2012-09-15 00:00:00,1348963200000,5,0,1,27.99
2690,http://www.amazon.com/This-How-You-Lose-Her-ebook/dp/B0085DOG2W?tag=NYTBS-20,Junot Díaz,"Descr: Stories of love, loss and family history from a Pulitzer Prize-winning novelist.     ",Riverhead,THIS IS HOW YOU LOSE HER,5b4aa4ead3089013507dc324,2012-09-15 00:00:00,1348963200000,6,0,1,26.95
2692,http://www.amazon.com/Frozen-Heat-Nikki-Richard-Castle/dp/0786891432?tag=NYTBS-20,Richard Castle,Descr: The N.Y.P.D. homicide detective Nikki Heat investigates the case of a woman whose body is found in a freezer.     ,Hyperion,FROZEN HEAT,5b4aa4ead3089013507dc326,2012-09-15 00:00:00,1348963200000,8,0,1,26.99
2694,http://www.amazon.com/Robert-Parkers-Twice-Jesse-Stone/dp/042526128X?tag=NYTBS-20,Michael Brandman,"Descr: Jesse Stone, the chief of police in Paradise, Mass., deals with the arrest of a troubled movie star; a continuation of the series by Parker, who died in 2010.     ",Putnam,ROBERT B. PARKER'S FOOL ME TWICE,5b4aa4ead3089013507dc328,2012-09-15 00:00:00,1348963200000,10,0,1,25.95
2695,http://www.amazon.com/Blinding-Knife-Lightbringer-Brent-Weeks/dp/031607991X?tag=NYTBS-20,Brent Weeks,Descr: A fantasy sequel to “The Black Prism.”     ,Orbit,THE BLINDING KNIFE,5b4aa4ead3089013507dc329,2012-09-15 00:00:00,1348963200000,11,0,1,25.99
2696,http://www.amazon.com/NW-A-Novel-Zadie-Smith/dp/1594203970?tag=NYTBS-20,Zadie Smith,Descr: The lives of four characters cross in northwest London; from the author of “White Teeth.”     ,Penguin Press,NW,5b4aa4ead3089013507dc32c,2012-09-15 00:00:00,1348963200000,No Rank,8,2,26.95
2697,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,"Descr: A fable about the inventor of the world’s first clock, who returns to our world after centuries of banishment; from the author of “Tuesdays With Morrie.”     ",Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc336,2012-09-22 00:00:00,1349568000000,No Rank,3,3,24.99
2698,http://www.amazon.com/Low-Pressure-Sandra-Brown/dp/1455501557?tag=NYTBS-20,Sandra Brown,Descr: A woman makes disturbing discoveries — and acquires a stalker — when she writes a book about her sister’s murder.     ,Grand Central,LOW PRESSURE,5b4aa4ead3089013507dc337,2012-09-22 00:00:00,1349568000000,5,0,1,26.99
2699,http://www.amazon.com/Severe-Clear-Stone-Barrington-Stuart/dp/0451414373?tag=NYTBS-20,Stuart Woods,"Descr: Stone Barrington travels to Bel-Air for the opening of a luxury hotel, where terrorists have targeted the president.     ",Putnam,SEVERE CLEAR,5b4aa4ead3089013507dc338,2012-09-22 00:00:00,1349568000000,No Rank,0,1,26.95
